id,name_x,popularity,explicit,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_min,release_date1,genres
5NuyKPWpXTY8qMTYBOKuwT,Chapter 10.11 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.72,0.2,1,-20.63,1,0.93,0.74,0,0.15,0.65,116.75,4,2.26,12/27/1923,['unknown']
5ODJUdGEDhh5B0XbXfhDlv,Chapter 7.7 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.63,0.22,1,-20.39,1,0.96,0.83,0,0.27,0.78,71.4,5,2.12,12/27/1923,['unknown']
5ObPOgSciMFLwNzbAmIC8b,Chapter 5.14 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.68,0.22,5,-21.58,0,0.93,0.75,0,0.13,0.7,88.79,3,2.12,12/27/1923,['unknown']
5PEyCVLsizeRZgF2yErXD7,Chapter 6.6 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.7,0.26,2,-19.93,1,0.94,0.83,0,0.14,0.79,103.42,3,2.25,12/27/1923,['unknown']
5POkcJ3NYHw9CAoegeLocV,Chapter 7.5 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.67,0.19,5,-20.64,0,0.95,0.75,0,0.23,0.7,76.89,4,2.15,12/27/1923,['unknown']
5TF8gOanELCdw3j39yD65U,Chapter 7.19 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.72,0.22,1,-19.58,0,0.96,0.89,0,0.2,0.71,57.71,4,2.12,12/27/1923,['unknown']
5To3LZIEi3F2Uto6huARlu,Juan De Los Santos Arena - Remasterizado,0,0,Ignacio Corsini,0.34,0.24,6,-19.97,0,0.05,0.99,0.93,0.17,0.36,62.79,4,2.33,3/29/1923,"['tango', 'vintage tango']"
5V1jILhJEpC5afQkk5i9en,Chapter 1.19 & Chapter 2.1 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.69,0.23,3,-19.74,0,0.94,0.72,0,0.14,0.6,93.06,4,2.33,12/27/1923,['unknown']
5WOyBvmzUh0LxG3SaOVM6I,Chapter 1.5 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.68,0.14,1,-21.7,1,0.94,0.54,0,0.29,0.59,143.38,4,2.13,12/27/1923,['unknown']
5Y8AU7ECSSnNo0p04IgBDM,Chapter 4.15 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.66,0.2,1,-20.95,1,0.96,0.84,0,0.14,0.65,148.8,3,2.19,12/27/1923,['unknown']
5YT8QBAbpJmZ7KzSli17zu,Chapter 1.12 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.62,0.2,9,-21.18,1,0.96,0.59,0,0.33,0.6,80.02,4,2.1,12/27/1923,['unknown']
5aevhwRAespZx1Zq3h3sLa,Chapter 6.8 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.72,0.23,6,-17.62,0,0.94,0.84,0,0.14,0.82,127.09,1,2.58,12/27/1923,['unknown']
5bJVGnzdhvrAbYAEDmHtdG,Chapter 6.12 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.7,0.28,1,-19.39,1,0.93,0.8,0,0.2,0.73,107.43,3,2.36,12/27/1923,['unknown']
5dlOpG3YOhOVy3XruwMxYu,Chapter 7.11 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.74,0.2,1,-21.34,1,0.95,0.78,0,0.37,0.67,80.1,4,2.39,12/27/1923,['unknown']
5eDIYdypGIA5QwhOpldU18,Chapter 5.6 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.67,0.2,9,-19.1,1,0.95,0.76,0,0.2,0.73,96.58,3,2.5,12/27/1923,['unknown']
5ewZ0TZgNQIoPYticMThAT,Chapter 5.11 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.72,0.26,1,-18.78,1,0.93,0.82,0,0.16,0.74,118.24,4,2.24,12/27/1923,['unknown']
5f5zQytojoUSXcJKSJ4hJO,Put 'Em Down Blues,4,0,Louis Armstrong & His Hot Seven,0.67,0.28,7,-14.15,1,0.09,0.98,0.4,0.11,0.84,101.73,4,3.21,1/1/1923,['unknown']
5gj0UeHG0fIwRbhWrqYWmm,Chapter 3.5 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.72,0.24,1,-18.55,1,0.9,0.78,0,0.12,0.85,118.22,3,2.1,12/27/1923,['unknown']
5ibit3V15UeNAxP37fZ5Mz,Chapter 6.18 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.72,0.27,1,-20.34,0,0.95,0.69,0,0.18,0.62,95.31,3,2.22,12/27/1923,['unknown']
5jQd0Gi1DN8dkjro6Pb7FY,Chapter 4.18 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.68,0.22,1,-20.81,1,0.96,0.77,0,0.22,0.68,78.89,3,2.12,12/27/1923,['unknown']
5kY4Yotw4QhL4OCGoJ41NA,Los Ojazos De Mi Suegra - Remasterizado,0,0,Francisco Canaro,0.43,0.24,4,-13.49,1,0.07,1,0.88,0.15,0.28,117.05,3,2.08,7/9/1923,"['tango', 'vintage tango']"
5lTc6Zqkst3MnX4A3sjmSe,Chapter 1.2 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.72,0.33,0,-19.04,1,0.92,0.8,0,0.14,0.79,119.52,4,2.12,12/27/1923,['unknown']
5mrSUdU8K0MbA1HKfzbPCq,Chapter 9.2 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.72,0.22,1,-18.69,1,0.94,0.81,0,0.12,0.63,125.93,3,2.17,12/27/1923,['unknown']
5n5KkfpL1H3XrjAjnbaYCd,Chapter 11.2 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.75,0.26,1,-18.38,1,0.96,0.84,0,0.32,0.72,70.4,4,2.1,12/27/1923,['unknown']
5nrgo1baweZCJCSa0gx30D,La Ratonera - Remasterizado,0,0,Francisco Canaro,0.6,0.33,7,-14.88,1,0.07,0.99,0.96,0.15,0.56,125.57,4,2.88,7/9/1923,"['tango', 'vintage tango']"
5pxqId84mSMEZwleYPDa8f,Chapter 6.16 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.74,0.24,1,-19.34,1,0.94,0.82,0,0.25,0.78,99.76,5,2.13,12/27/1923,['unknown']
5q6ELaRf0fqEoJdFqSRAIg,Chapter 1.5 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.69,0.26,5,-19.09,0,0.94,0.73,0,0.23,0.68,88.86,3,2.2,12/27/1923,['unknown']
5rjZ5NtvS0rSaRPSrz2T7A,Chapter 3.19 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.7,0.2,1,-19.8,1,0.96,0.69,0,0.28,0.69,77.19,4,2.13,12/27/1923,['unknown']
5tsl8pxsL6HtRRSciBaG4o,Guitar Rag - Remastered,0,0,Sylvester Weaver,0.46,0.4,2,-12.48,1,0.03,0.84,0.67,0.19,0.54,109.63,4,3,1/12/1923,['traditional blues']
5uemj2pIr3sgWxdu3YBzrR,Chapter 5.21 & Chapter 6.1 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.73,0.26,1,-20.81,1,0.96,0.72,0,0.2,0.69,87.21,4,2.55,12/27/1923,['unknown']
5vTl1hncnrRsILG2DqMjSf,Chapter 4.15 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.63,0.16,2,-19.4,1,0.96,0.74,0,0.21,0.69,168.1,3,2.17,12/27/1923,['unknown']
5wBkFVpjJiuRi8ZomCngAU,Beis Ep,0,0,Macarti,0.79,0.9,6,-9.38,1,0.07,0,0.84,0.04,0.77,125.03,4,6.91,2/6/1923,['unknown']
5yWbsF2psTKCn54ted4uPY,Chapter 10.6 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.61,0.2,1,-20.29,1,0.94,0.79,0,0.24,0.74,39.92,4,2.4,12/27/1923,['unknown']
5yv8q7fh8zUVrTFgGpdrod,Chapter 3.8 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.62,0.27,1,-16.45,1,0.96,0.87,0,0.18,0.5,75.76,4,2.41,12/27/1923,['unknown']
62RVE2Glb8bra6zNGwhoMS,Chapter 6.9 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.74,0.23,1,-20.25,1,0.95,0.81,0,0.09,0.69,82.45,3,2.24,12/27/1923,['unknown']
65tEcWToD6FYZam3nWji0Z,Chapter 8.13 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.65,0.15,1,-20.64,1,0.96,0.87,0,0.3,0.72,154.3,3,2.28,12/27/1923,['unknown']
69UqO3iuvdLgnRnWvxzhVt,Chapter 8.10 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.7,0.18,1,-21.11,1,0.93,0.84,0,0.14,0.79,136.22,3,2.1,12/27/1923,['unknown']
69XLg8oSMgAc6cizWgGKzn,Chapter 11.7 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.61,0.22,1,-18.09,1,0.96,0.89,0,0.16,0.73,63,4,2.53,12/27/1923,['unknown']
69onDVt7PCctRLJoBHpE8K,Chapter 3.16 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.65,0.2,1,-18.72,0,0.91,0.86,0,0.15,0.71,79.06,4,2.25,12/27/1923,['unknown']
6B23Olc7unlf1u4g7fKcC9,Rien Qu'Une Nuit,0,0,Emma Liebel,0.22,0.3,3,-14.6,1,0.05,0.99,0,0.16,0.47,77.51,3,2.9,1/1/1923,['vintage chanson']
6Bao6PuGtRKlSQke4eYvKD,Chapter 9.12 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.7,0.2,1,-20.11,1,0.94,0.74,0,0.2,0.71,132.67,3,2.22,12/27/1923,['unknown']
6CzjdQFCMvAUSjJJiXjKB6,Chapter 5.9 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.62,0.18,1,-20.85,1,0.96,0.69,0,0.19,0.66,72.39,4,2.1,12/27/1923,['unknown']
6DIS3aMViX5Fa3TpSn5VZa,Sombras - Remasterizado,0,0,Ignacio Corsini,0.46,0.13,2,-24.29,1,0.08,1,0.97,0.44,0.73,85.15,3,2.3,3/29/1923,"['tango', 'vintage tango']"
6DT6nvj99xYdNwh4zc2qVM,Glow Worm,0,0,Harry Curtis,0.74,0.51,7,-8.37,1,0.05,0.76,0,0.36,0.84,146.04,4,2.17,1/1/1923,['unknown']
6FY2h8LhZnDLz2qLiDu0kw,Aime Moi Emma,0,0,Dranem,0.57,0.28,5,-15.74,1,0.06,0.96,0,0.32,0.8,76.63,4,2.44,1/1/1923,['vintage chanson']
6Gevw7gzy3smhlriQzlCVG,Couplets De La Haut,0,0,Maurice Chevalier,0.48,0.22,1,-17.99,0,0.16,1,0,0.47,0.74,88.54,4,1.92,1/1/1923,"['cabaret', 'vintage hollywood']"
6HoPH5h3TciXJ81NMl8iLa,Chapter 4.19 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.73,0.22,1,-19.1,1,0.95,0.8,0,0.29,0.76,89.93,4,2.17,12/27/1923,['unknown']
6I5AhUEoLQuB6odxCHkOkF,Chapter 6.13 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.63,0.27,6,-18.83,0,0.96,0.75,0,0.22,0.68,172.09,3,2.17,12/27/1923,['unknown']
6K4oMrPmbMB9chN0ciIId1,Chapter 10.20 & Chapter 11.1 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.7,0.23,1,-18.8,1,0.95,0.82,0,0.3,0.75,88.52,4,2.86,12/27/1923,['unknown']
6Kw6lAZTiaEXeGAt9tWRPW,Chapter 1.17 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.7,0.22,9,-20.17,1,0.94,0.74,0,0.28,0.77,106.89,5,2.17,12/27/1923,['unknown']
6LAMHr6Zzx6q8h0BtL2toL,Camel - Remasterizado,0,0,Francisco Canaro,0.32,0.46,1,-15.82,1,0.05,0.97,0.93,0.11,0.54,186.77,4,3.1,7/9/1923,"['tango', 'vintage tango']"
6MCBm0UEgZvHFhFphpHkE6,Chapter 4.6 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.71,0.24,1,-19.8,1,0.96,0.74,0,0.27,0.61,77.22,4,2.11,12/27/1923,['unknown']
6MYjAgM6IoAg0wy1DdQ4ps,Chapter 4.6 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.74,0.22,1,-19.18,1,0.95,0.68,0,0.38,0.72,61.76,4,2.3,12/27/1923,['unknown']
6NeOadIfI7E2hQUjOoXaWg,Chapter 4.18 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.7,0.23,1,-18.9,1,0.95,0.67,0,0.32,0.65,132.25,4,2.31,12/27/1923,['unknown']
6NihRltpEeIeDoHamPnExz,Chapter 1.3 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.72,0.25,1,-19.87,1,0.95,0.74,0,0.2,0.78,75.42,3,2.22,12/27/1923,['unknown']
6OG1iI787pEJQyg3yYb4Nh,Chapter 7.8 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.64,0.23,1,-18.63,1,0.96,0.88,0,0.31,0.74,83.05,3,2.99,12/27/1923,['unknown']
6RBEtb7KtGs9RfCPzd2xAs,Chapter 3.7 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.72,0.25,1,-19.05,1,0.93,0.7,0,0.14,0.68,116.45,1,2.11,12/27/1923,['unknown']
6UPr5yoTldqFcXRYknpKfX,Chapter 3.10 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.69,0.26,4,-20.06,1,0.96,0.67,0,0.19,0.51,70.54,3,2.11,12/27/1923,['unknown']
6VWSJhuxjaIQdsE37xXfDj,Great Is Thy Faithfulness,0,0,4509 Starpass Prodcutions,0.63,0.09,0,-18.88,1,0.04,0.78,0,0.1,0.15,130.49,3,4.28,1/1/1923,['unknown']
6VxqaPXBuA7vXG0qMziTad,Chapter 9.15 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.69,0.25,1,-19.76,1,0.96,0.74,0,0.13,0.72,75.91,5,2.26,12/27/1923,['unknown']
6WIA6NcF3TsJq8IPkI9xV9,Chapter 3.14 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.72,0.26,1,-19.26,1,0.94,0.81,0,0.32,0.81,115.35,3,2.09,12/27/1923,['unknown']
6Yp5scn9D2lexZvP24tyDU,Chapter 6.20 & Chapter 7.1 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.7,0.24,1,-20.47,1,0.95,0.76,0,0.13,0.75,74.01,3,2.26,12/27/1923,['unknown']
6ZXSspKemSC7pFPUMY1ISM,Chapter 4.10 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.63,0.26,5,-18.87,0,0.96,0.8,0,0.23,0.77,165.84,3,2.17,12/27/1923,['unknown']
6Zb1Kuy8qNyO80zLtNEed4,Chapter 8.19 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.72,0.25,2,-19.57,1,0.95,0.78,0,0.24,0.64,121.29,3,2.12,12/27/1923,['unknown']
6kjRhcIwyUqN85uAUyh9BD,Chapter 8.2 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.62,0.26,1,-19.5,1,0.96,0.71,0,0.27,0.64,59.88,4,2.1,12/27/1923,['unknown']
6nL3RDerJ8lSOX1anIzpdz,Quand On Aime On A Toujours Vingt Ans,0,0,Perchicot,0.37,0.38,5,-15.8,1,0.19,0.99,0,0.24,0.52,169.84,4,3.31,1/1/1923,['vintage chanson']
6o5y0hipvVykWEnDctyZg4,Chapter 6.7 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.67,0.19,1,-18.54,1,0.96,0.84,0,0.15,0.67,88.48,3,2.19,12/27/1923,['unknown']
6oL2spgcRWdPkRykuVDthA,Chapter 3.8 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.61,0.23,1,-18.47,1,0.95,0.76,0,0.32,0.71,68.56,3,3.11,12/27/1923,['unknown']
6pdd743TYupurfTLfHtgV4,Chapter 3.14 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.71,0.19,1,-21.82,1,0.95,0.63,0,0.28,0.67,79.52,3,2.2,12/27/1923,['unknown']
6t0Kr4uYHuMjYVLd18IJF9,Chapter 5.8 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.71,0.22,1,-19.62,1,0.95,0.83,0,0.24,0.79,86.47,4,2.41,12/27/1923,['unknown']
6ulOrh280bUlXdpiF63qvO,Chapter 6.14 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.7,0.25,4,-19.23,1,0.95,0.8,0,0.21,0.7,82.76,4,2.48,12/27/1923,['unknown']
6v2zd8LW14RS4s6pFUIhej,Chapter 10.17 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.76,0.26,1,-18.41,1,0.96,0.83,0,0.09,0.76,70.54,3,2.11,12/27/1923,['unknown']
6w0r8a2zNpBAY99eWMi7uX,Chapter 1.9 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.72,0.23,1,-19.7,1,0.92,0.75,0,0.17,0.75,114.99,3,2.11,12/27/1923,['unknown']
6wCuW0fJGmSaMr6EyImFNK,Chapter 6.19 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.73,0.24,1,-19.74,1,0.95,0.72,0,0.24,0.76,90.25,4,2.2,12/27/1923,['unknown']
6wgJnau215hVv6zrtPkBuz,Bye Bye Blackbird,0,0,Harry Curtis,0.67,0.41,8,-9.51,1,0.03,0.75,0,0.07,0.76,132.02,4,2.25,1/1/1923,['unknown']
6xH1zNct58pGQk2ozFTJCU,Chapter 4.14 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.68,0.24,1,-19.86,1,0.96,0.7,0,0.36,0.68,88.77,5,2.12,12/27/1923,['unknown']
6yqYqwtzaMNOHDiNScVuwc,Paper Doll,0,0,Harry Curtis,0.49,0.39,0,-11.05,1,0.03,0.87,0,0.06,0.55,140.08,4,3,1/1/1923,['unknown']
70sz0D6vP7vj14OJMDUSSS,Chapter 11.12 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.63,0.24,1,-18.05,1,0.96,0.86,0,0.18,0.6,85.02,4,2.15,12/27/1923,['unknown']
71tnorDlCFZ4g2c1VEaQkR,C'Est Jeune Et Ca N'Sait Pas,0,0,Fortugé,0.69,0.17,5,-14.73,1,0.08,0.99,0,0.86,0.76,114.2,4,3.13,1/1/1923,['vintage chanson']
72XPm8NSV82dwEKSVrNlNV,Chapter 2.16 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.63,0.27,1,-17.96,1,0.96,0.82,0,0.17,0.67,81.48,5,2.09,12/27/1923,['unknown']
737niheJY2w0YbatmdoSJP,Chapter 7.16 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.64,0.19,1,-20.18,1,0.95,0.7,0,0.14,0.65,87.72,3,2.12,12/27/1923,['unknown']
75GtTaF2m15uFGxXMlWGTl,Chapter 10.13 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.7,0.25,5,-19.07,0,0.95,0.83,0,0.39,0.64,104.24,3,2.18,12/27/1923,['unknown']
76g3Yts8BAa54HPknfrLuA,Chapter 9.8 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.7,0.26,8,-18.15,1,0.94,0.76,0,0.22,0.67,132.49,3,2.09,12/27/1923,['unknown']
76vb2XXLolWwutRVzI40Ax,Chapter 4.17 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.69,0.18,1,-19.72,1,0.95,0.71,0,0.14,0.74,103.58,3,2.09,12/27/1923,['unknown']
79ny9iDGhTSXkIY6q42vJh,Chapter 1.16 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.67,0.24,1,-20.45,0,0.95,0.72,0,0.13,0.78,85.53,5,2.17,12/27/1923,['unknown']
7AskrBGwLzODaHysm3jwmv,Chapter 1.19 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.69,0.27,9,-18.98,1,0.94,0.83,0,0.19,0.81,101.03,3,2.33,12/27/1923,['unknown']
7AuhDqFJ62f9gVJgW1xIo3,Chapter 11.10 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.67,0.22,6,-20.34,0,0.94,0.9,0,0.37,0.75,149.28,3,2.09,12/27/1923,['unknown']
7CCglawmKFCmKpZgAcbCNb,Chapter 4.9 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.74,0.22,1,-18.94,1,0.96,0.74,0,0.2,0.8,84.26,1,2.28,12/27/1923,['unknown']
7EHMzZoXm8bimpzQ0iLMLg,Chapter 6.19 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.71,0.24,7,-19.54,0,0.95,0.84,0,0.14,0.77,131.13,4,2.14,12/27/1923,['unknown']
7EvnfhaPaXURHPoLaFZyRE,Ave María - Remasterizado,0,0,Francisco Canaro,0.68,0.26,10,-14.36,1,0.07,1,0.98,0.15,0.81,120.39,4,2.95,7/9/1923,"['tango', 'vintage tango']"
7Hto89Th3bfsBMaBV70PWW,La Cabeza Del Italiano - Remasterizado,0,0,Ignacio Corsini,0.34,0.1,11,-27.47,0,0.09,1,0.77,0.16,0.66,147.18,5,2.14,3/29/1923,"['tango', 'vintage tango']"
7IP5SZ3br2KrmaU4zVvUGk,Veni Pebeta - Remasterizado,0,0,Ignacio Corsini,0.4,0.25,6,-21.15,1,0.06,0.99,0.89,0.16,0.67,63.82,4,2.41,3/29/1923,"['tango', 'vintage tango']"
7KKkBvcOPY8HAZ5y4Lfayz,Chapter 3.17 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.67,0.28,5,-17.78,0,0.94,0.91,0,0.18,0.68,94.21,3,2.17,12/27/1923,['unknown']
7KPy4GUpFkl03bB6NpVd28,Guitar Blues - Remastered,0,0,Sylvester Weaver,0.35,0.4,4,-19.63,1,0.15,0.98,0,0.45,0.25,79.51,3,3.07,1/12/1923,['traditional blues']
7LY41VFkSBbpl1AIlJfkIn,Chapter 3.18 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.69,0.24,5,-18.69,0,0.95,0.91,0,0.11,0.66,79.2,3,2.14,12/27/1923,['unknown']
7bSx4S4WbqfeCAE4VuRZgE,Chapter 5.18 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.68,0.26,9,-20.81,0,0.96,0.6,0,0.34,0.5,66.01,4,2.12,12/27/1923,['unknown']
7cXBqrsP9vw9n31zBR3HFg,Sacate La Caretita - Remasterizado,0,0,Francisco Canaro,0.59,0.23,6,-15.42,0,0.06,0.99,0.93,0.15,0.59,117.92,4,3.05,7/9/1923,"['tango', 'vintage tango']"
7dkz2VUbSc7Q884erTp7pG,You Can'T Fool A Broken Heart,0,0,Harry Curtis,0.72,0.32,2,-13.77,0,0.03,0.82,0,0.1,0.49,109.01,4,2.23,1/1/1923,['unknown']
7eKV3eq2hqgAkYaWF3voms,Big Butter And Egg Man,4,0,Louis Armstrong & His Hot Five,0.7,0.27,7,-11.62,1,0.09,1,0.37,0.11,0.9,102.38,4,2.95,1/1/1923,['new orleans jazz']
7hAm2bJxF4G9kfivoRbmLv,Chapter 10.9 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.72,0.19,1,-19.77,1,0.96,0.81,0,0.09,0.72,74.23,3,2.35,12/27/1923,['unknown']
7iCq47aJ87UIrM3GkDk1Vn,Chapter 5.9 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.67,0.22,2,-19.73,1,0.95,0.77,0,0.23,0.85,79.76,4,2.12,12/27/1923,['unknown']
7jCaDBfNx92KACxOBX7Xzd,Chapter 10.8 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.67,0.2,1,-20.91,1,0.93,0.83,0,0.19,0.81,97.24,5,2.31,12/27/1923,['unknown']
7jEdeQCqzLjeef9TTrVhuC,Chapter 7.9 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.72,0.22,9,-19.71,1,0.94,0.82,0,0.17,0.63,111.87,3,2.26,12/27/1923,['unknown']
7jhpcDHC4JpGOjePJuNCVZ,Chapter 8.15 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.63,0.2,5,-20.72,0,0.95,0.58,0,0.17,0.56,81.25,4,2.29,12/27/1923,['unknown']
7l72R03INDI8jqLPLW2JPT,Chapter 2.20 & Chapter 3.1 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.71,0.25,0,-19.36,1,0.93,0.82,0,0.12,0.58,129.73,4,2.17,12/27/1923,['unknown']
7lRBxGjcB2DEaRklTAZrWt,Chapter 6.9 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.72,0.27,5,-19.79,0,0.92,0.84,0,0.26,0.88,114.59,3,2.35,12/27/1923,['unknown']
7li6UhaaGIR6qcrZKdj1V6,"The Four Seasons: 'Winter' In F Minor, Rv 297: Allegro Non Molto - Choral Version",0,0,"Qatar Concert Choir, Giovanni Pasini",0.42,0.11,5,-18.41,0,0.05,0.99,0.96,0.07,0.07,127.64,4,3.85,1/1/1923,['unknown']
7mS4u6c5s45NzQnUNX6Pxd,Chapter 10.10 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.76,0.24,5,-18.73,0,0.92,0.81,0,0.14,0.77,97.3,3,2.4,12/27/1923,['unknown']
7mZGwdC77WECES7KoNUsVU,Chapter 3.16 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.74,0.26,5,-19.22,0,0.95,0.88,0,0.13,0.81,72.66,3,2.36,12/27/1923,['unknown']
7nN6DLs2bxXaPGRtAmJby1,Chapter 7.15 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.65,0.2,8,-18.68,1,0.96,0.88,0,0.22,0.64,57.52,4,2.75,12/27/1923,['unknown']
7p6ops8Qyvi8zTzXI5VHRd,Chapter 2.12 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.71,0.27,1,-18.17,1,0.95,0.87,0,0.13,0.56,126.55,3,2.36,12/27/1923,['unknown']
7sPtLYivqJulqOPROhfJBc,Chapter 9.10 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.71,0.28,8,-19.51,1,0.94,0.8,0,0.2,0.82,127.21,5,2.36,12/27/1923,['unknown']
7u1x38RO3xbu3VfVjhf5zS,Chapter 1.3 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.67,0.34,1,-16.85,1,0.96,0.87,0,0.29,0.77,70.27,4,2.69,12/27/1923,['unknown']
7uLMgGFcaP2GFyyXzcgSXj,Ma Chanson,0,0,"Eugénie Buffet, René De Buxeuil",0.52,0.22,0,-15.76,1,0.11,0.96,0,0.31,0.66,85.38,3,3.11,1/1/1923,['unknown']
7uPkM11OznU10CTz9FoBXB,Chapter 8.2 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.72,0.16,1,-20.28,1,0.95,0.87,0,0.15,0.76,80.46,3,2.22,12/27/1923,['unknown']
7xHvQztpZzhaR9JRaeXDhM,Si Tu Vois Ma Tante,0,0,Dréan,0.65,0.34,1,-11.06,1,0.07,1,0,0.2,0.83,122.16,4,2.83,1/1/1923,['unknown']
7xWehSCes7wq3c1OJDFvO0,Chapter 1.1 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.63,0.25,8,-19.49,1,0.96,0.59,0,0.38,0.59,165.51,3,2.29,12/27/1923,['unknown']
